,secs,meas
0,0.0,166.47
1,0.015625,173.29
2,0.03125,163.79
3,0.046875,136.09
4,0.0625,93.3
5,0.078125,43.68
6,0.09375,-1.47
7,0.109375,-31.72
8,0.125,-41.32
9,0.140625,-31.32
10,0.15625,-8.71
11,0.171875,16.71
12,0.1875,36.15
13,0.203125,44.62
14,0.21875,41.66
15,0.234375,30.22
16,0.25,14.85
17,0.265625,0.08
18,0.28125,-10.52
19,0.296875,-14.62
20,0.3125,-11.4
21,0.328125,-1.75
22,0.34375,11.64
23,0.359375,24.66
24,0.375,32.69
25,0.390625,31.85
26,0.40625,20.3
27,0.421875,-1.19
28,0.4375,-29.24
29,0.453125,-58.78
30,0.46875,-84.44
31,0.484375,-101.9
32,0.5,-108.95
33,0.515625,-105.78
34,0.53125,-94.69
35,0.546875,-79.17
36,0.5625,-62.9
37,0.578125,-48.81
38,0.59375,-38.52
39,0.609375,-32.23
40,0.625,-29.0
41,0.640625,-27.33
42,0.65625,-25.84
43,0.671875,-23.76
44,0.6875,-21.05
45,0.703125,-18.27
46,0.71875,-16.1
47,0.734375,-15.03
48,0.75,-15.16
49,0.765625,-16.3
50,0.78125,-18.15
51,0.796875,-20.48
52,0.8125,-23.16
53,0.828125,-26.02
54,0.84375,-28.81
55,0.859375,-31.02
56,0.875,-32.09
57,0.890625,-31.6
58,0.90625,-29.51
59,0.921875,-26.26
60,0.9375,-22.66
61,0.953125,-19.49
62,0.96875,-17.16
63,0.984375,-15.4
64,1.0,-13.5
65,1.015625,-10.8
66,1.03125,-7.23
67,1.046875,-3.59
68,1.0625,-1.17
69,1.078125,-1.13
70,1.09375,-3.86
71,1.109375,-8.77
72,1.125,-14.67
73,1.140625,-20.19
74,1.15625,-24.32
75,1.171875,-26.34
76,1.1875,-25.84
77,1.203125,-22.61
78,1.21875,-17.02
79,1.234375,-10.24
80,1.25,-4.33
81,1.265625,-1.59
82,1.28125,-3.74
83,1.296875,-11.11
84,1.3125,-22.45
85,1.328125,-35.49
86,1.34375,-47.87
87,1.359375,-57.88
88,1.375,-64.66
89,1.390625,-68.05
90,1.40625,-68.15
91,1.421875,-65.08
92,1.4375,-59.03
93,1.453125,-50.43
94,1.46875,-40.04
95,1.484375,-28.85
96,1.5,-17.85
97,1.515625,-7.83
98,1.53125,0.68
99,1.546875,7.46
100,1.5625,12.54
101,1.578125,16.12
102,1.59375,18.47
103,1.609375,19.84
104,1.625,20.3
105,1.640625,19.68
106,1.65625,17.75
107,1.671875,14.42
108,1.6875,10.07
109,1.703125,5.66
110,1.71875,2.58
111,1.734375,2.25
112,1.75,5.52
113,1.765625,12.37
114,1.78125,21.79
115,1.796875,32.15
116,1.8125,41.66
117,1.828125,48.9
118,1.84375,53.21
119,1.859375,54.59
120,1.875,53.63
121,1.890625,51.08
122,1.90625,47.69
123,1.921875,44.0
124,1.9375,40.36
125,1.953125,37.05
126,1.96875,34.36
127,1.984375,32.64
128,2.0,32.22
129,2.015625,33.15
130,2.03125,35.07
131,2.046875,37.17
132,2.0625,38.4
133,2.078125,37.95
134,2.09375,35.61
135,2.109375,31.97
136,2.125,28.17
137,2.140625,25.43
138,2.15625,24.46
139,2.171875,25.19
140,2.1875,26.81
141,2.203125,28.27
142,2.21875,28.66
143,2.234375,27.47
144,2.25,24.63
145,2.265625,20.32
146,2.28125,14.98
147,2.296875,9.34
148,2.3125,4.48
149,2.328125,1.64
150,2.34375,1.9
151,2.359375,5.61
152,2.375,12.2
153,2.390625,20.32
154,2.40625,28.44
155,2.421875,35.51
156,2.4375,41.27
157,2.453125,46.05
158,2.46875,50.14
159,2.484375,53.36
160,2.5,54.9
161,2.515625,53.76
162,2.53125,49.33
163,2.546875,41.85
164,2.5625,32.32
165,2.578125,22.17
166,2.59375,12.66
167,2.609375,4.63
168,2.625,-1.65
169,2.640625,-6.25
170,2.65625,-9.37
171,2.671875,-11.26
172,2.6875,-12.19
173,2.703125,-12.56
174,2.71875,-12.81
175,2.734375,-13.4
176,2.75,-14.68
177,2.765625,-16.86
178,2.78125,-20.01
179,2.796875,-24.0
180,2.8125,-28.49
181,2.828125,-32.9
182,2.84375,-36.45
183,2.859375,-38.35
184,2.875,-38.06
185,2.890625,-35.49
186,2.90625,-30.94
187,2.921875,-24.99
188,2.9375,-18.14
189,2.953125,-10.68
190,2.96875,-2.78
191,2.984375,5.19
192,3.0,12.31
193,3.015625,17.12
194,3.03125,18.14
195,3.046875,14.58
196,3.0625,7.03
197,3.078125,-2.46
198,3.09375,-11.02
199,3.109375,-16.08
200,3.125,-16.39
201,3.140625,-12.46
202,3.15625,-6.21
203,3.171875,-0.01
204,3.1875,4.4
205,3.203125,6.43
206,3.21875,6.65
207,3.234375,6.19
208,3.25,6.14
209,3.265625,7.12
210,3.28125,9.29
211,3.296875,12.48
212,3.3125,16.46
213,3.328125,20.89
214,3.34375,25.35
215,3.359375,29.44
216,3.375,32.97
217,3.390625,36.19
218,3.40625,40.02
219,3.421875,45.69
220,3.4375,54.26
221,3.453125,65.99
222,3.46875,80.02
223,3.484375,94.59
224,3.5,107.74
225,3.515625,118.19
226,3.53125,125.87
227,3.546875,132.0
228,3.5625,138.67
229,3.578125,148.1
230,3.59375,161.76
231,3.609375,179.63
232,3.625,199.64
233,3.640625,217.8
234,3.65625,229.05
235,3.671875,228.79
236,3.6875,214.59
237,3.703125,187.46
238,3.71875,151.89
239,3.734375,114.45
240,3.75,81.45
241,3.765625,56.76
242,3.78125,40.68
243,3.796875,30.55
244,3.8125,22.38
245,3.828125,12.82
246,3.84375,0.22
247,3.859375,-15.31
248,3.875,-32.84
249,3.890625,-51.66
250,3.90625,-71.82
251,3.921875,-94.15
252,3.9375,-119.82
253,3.953125,-149.86
254,3.96875,-184.65
255,3.984375,-223.76
256,4.0,-265.6
257,4.015625,-307.38
258,4.03125,-345.31
259,4.046875,-375.33
260,4.0625,-394.13
261,4.078125,-400.03
262,4.09375,-393.62
263,4.109375,-377.37
264,4.125,-354.77
265,4.140625,-329.11
266,4.15625,-302.42
267,4.171875,-274.86
268,4.1875,-245.26
269,4.203125,-212.15
270,4.21875,-175.07
271,4.234375,-135.55
272,4.25,-97.01
273,4.265625,-63.81
274,4.28125,-39.67
275,4.296875,-26.31
276,4.3125,-22.93
277,4.328125,-26.48
278,4.34375,-32.74
279,4.359375,-37.37
280,4.375,-36.82
281,4.390625,-28.97
282,4.40625,-13.48
283,4.421875,8.21
284,4.4375,33.13
285,4.453125,57.5
286,4.46875,77.82
287,4.484375,91.85
288,4.5,98.98
289,4.515625,100.05
290,4.53125,96.75
291,4.546875,90.96
292,4.5625,84.48
293,4.578125,79.07
294,4.59375,76.38
295,4.609375,77.83
296,4.625,83.93
297,4.640625,93.9
298,4.65625,105.51
299,4.671875,115.73
300,4.6875,121.72
301,4.703125,121.81
302,4.71875,116.21
303,4.734375,106.73
304,4.75,96.0
305,4.765625,86.31
306,4.78125,78.71
307,4.796875,72.62
308,4.8125,66.17
309,4.828125,56.94
310,4.84375,43.02
311,4.859375,23.94
312,4.875,1.0
313,4.890625,-22.9
314,4.90625,-44.24
315,4.921875,-60.09
316,4.9375,-69.11
317,4.953125,-72.0
318,4.96875,-70.95
319,4.984375,-68.67
320,5.0,-67.17
321,5.015625,-67.06
322,5.03125,-67.76
323,5.046875,-68.2
324,5.0625,-67.7
325,5.078125,-66.42
326,5.09375,-65.24
327,5.109375,-65.19
328,5.125,-66.71
329,5.140625,-69.27
330,5.15625,-71.57
331,5.171875,-71.99
332,5.1875,-69.4
333,5.203125,-63.63
334,5.21875,-55.57
335,5.234375,-46.79
336,5.25,-38.82
337,5.265625,-32.51
338,5.28125,-27.55
339,5.296875,-22.78
340,5.3125,-16.63
341,5.328125,-7.97
342,5.34375,3.5
343,5.359375,17.08
344,5.375,31.38
345,5.390625,44.94
346,5.40625,56.68
347,5.421875,66.07
348,5.4375,73.1
349,5.453125,78.01
350,5.46875,81.0
351,5.484375,82.18
352,5.5,81.44
353,5.515625,78.65
354,5.53125,73.9
355,5.546875,67.59
356,5.5625,60.58
357,5.578125,53.9
358,5.59375,48.42
359,5.609375,44.38
360,5.625,41.21
361,5.640625,37.59
362,5.65625,31.92
363,5.671875,22.88
364,5.6875,10.0
365,5.703125,-6.27
366,5.71875,-24.59
367,5.734375,-43.05
368,5.75,-59.52
369,5.765625,-71.82
370,5.78125,-78.13
371,5.796875,-77.33
372,5.8125,-69.47
373,5.828125,-56.1
374,5.84375,-40.12
375,5.859375,-25.06
376,5.875,-14.04
377,5.890625,-8.7
378,5.90625,-8.74
379,5.921875,-12.13
380,5.9375,-16.07
381,5.953125,-18.05
382,5.96875,-16.66
383,5.984375,-11.76
384,6.0,-4.17
385,6.015625,4.89
386,6.03125,14.34
387,6.046875,23.41
388,6.0625,31.68
389,6.078125,38.82
390,6.09375,44.47
391,6.109375,48.36
392,6.125,50.32
393,6.140625,50.56
394,6.15625,49.62
395,6.171875,48.19
396,6.1875,46.89
397,6.203125,46.06
398,6.21875,45.65
399,6.234375,45.44
400,6.25,45.19
401,6.265625,44.82
402,6.28125,44.34
403,6.296875,43.87
404,6.3125,43.61
405,6.328125,44.02
406,6.34375,45.88
407,6.359375,50.06
408,6.375,56.99
409,6.390625,66.04
410,6.40625,75.17
411,6.421875,81.43
412,6.4375,82.03
413,6.453125,75.56
414,6.46875,62.75
415,6.484375,46.28
416,6.5,29.71
417,6.515625,16.17
418,6.53125,7.38
419,6.546875,3.45
420,6.5625,3.25
421,6.578125,5.21
422,6.59375,7.89
423,6.609375,10.35
424,6.625,12.12
425,6.640625,13.08
426,6.65625,13.26
427,6.671875,12.7
428,6.6875,11.35
429,6.703125,9.07
430,6.71875,5.66
431,6.734375,1.04
432,6.75,-4.7
433,6.765625,-11.21
434,6.78125,-17.98
435,6.796875,-24.45
436,6.8125,-30.25
437,6.828125,-35.22
438,6.84375,-39.45
439,6.859375,-43.13
440,6.875,-46.33
441,6.890625,-48.97
442,6.90625,-50.73
443,6.921875,-51.29
444,6.9375,-50.51
445,6.953125,-48.76
446,6.96875,-46.8
447,6.984375,-45.61
448,7.0,-45.97
449,7.015625,-48.04
450,7.03125,-51.28
451,7.046875,-54.71
452,7.0625,-57.36
453,7.078125,-58.77
454,7.09375,-59.29
455,7.109375,-59.93
456,7.125,-61.92
457,7.140625,-66.26
458,7.15625,-73.32
459,7.171875,-82.76
460,7.1875,-93.72
461,7.203125,-105.18
462,7.21875,-116.34
463,7.234375,-126.87
464,7.25,-136.95
465,7.265625,-147.12
466,7.28125,-157.84
467,7.296875,-169.24
468,7.3125,-181.01
469,7.328125,-192.66
470,7.34375,-203.9
471,7.359375,-214.88
472,7.375,-225.94
473,7.390625,-237.07
474,7.40625,-247.3
475,7.421875,-254.49
476,7.4375,-255.87
477,7.453125,-249.1
478,7.46875,-233.21
479,7.484375,-209.12
480,7.5,-179.28
481,7.515625,-146.64
482,7.53125,-113.62
483,7.546875,-81.4
484,7.5625,-49.69
485,7.578125,-17.06
486,7.59375,18.41
487,7.609375,58.43
488,7.625,103.63
489,7.640625,152.96
490,7.65625,203.13
491,7.671875,248.84
492,7.6875,283.77
493,7.703125,302.36
494,7.71875,301.72
495,7.734375,282.89
496,7.75,250.77
497,7.765625,212.66
498,7.78125,176.07
499,7.796875,146.91
500,7.8125,128.36
501,7.828125,120.83
502,7.84375,122.55
503,7.859375,130.29
504,7.875,140.12
505,7.890625,148.23
506,7.90625,151.85
507,7.921875,150.04
508,7.9375,144.03
509,7.953125,136.61
510,7.96875,130.84
511,7.984375,128.38
512,8.0,128.76
513,8.015625,129.7
514,8.03125,128.55
515,8.046875,123.81
516,8.0625,115.93
517,8.078125,106.87
518,8.09375,98.87
519,8.109375,93.2
520,8.125,89.67
521,8.140625,87.0
522,8.15625,83.67
523,8.171875,78.72
524,8.1875,72.05
525,8.203125,64.15
526,8.21875,55.6
527,8.234375,46.72
528,8.25,37.52
529,8.265625,28.05
530,8.28125,18.61
531,8.296875,9.9
532,8.3125,2.74
533,8.328125,-2.21
534,8.34375,-4.79
535,8.359375,-5.39
536,8.375,-4.77
537,8.390625,-3.78
538,8.40625,-2.95
539,8.421875,-2.26
540,8.4375,-1.03
541,8.453125,1.85
542,8.46875,7.44
543,8.484375,16.25
544,8.5,27.99
545,8.515625,41.49
546,8.53125,55.0
547,8.546875,66.55
548,8.5625,74.43
549,8.578125,77.58
550,8.59375,75.86
551,8.609375,70.17
552,8.625,62.21
553,8.640625,53.83
554,8.65625,46.37
555,8.671875,39.97
556,8.6875,33.5
557,8.703125,25.2
558,8.71875,13.88
559,8.734375,-0.02
560,8.75,-14.02
561,8.765625,-24.3
562,8.78125,-27.07
563,8.796875,-20.0
564,8.8125,-3.01
565,8.828125,21.87
566,8.84375,51.2
567,8.859375,81.01
568,8.875,107.39
569,8.890625,126.62
570,8.90625,135.28
571,8.921875,130.61
572,8.9375,111.54
573,8.953125,79.67
574,8.96875,39.67
575,8.984375,-1.44
576,9.0,-36.45
577,9.015625,-60.37
578,9.03125,-72.2
579,9.046875,-74.93
580,9.0625,-74.03
581,9.078125,-74.95
582,9.09375,-81.23
583,9.109375,-93.76
584,9.125,-111.23
585,9.140625,-131.24
586,9.15625,-150.9
587,9.171875,-167.03
588,9.1875,-176.26
589,9.203125,-175.49
590,9.21875,-162.81
591,9.234375,-138.55
592,9.25,-105.74
593,9.265625,-69.42
594,9.28125,-35.21
595,9.296875,-7.98
596,9.3125,8.95
597,9.328125,14.03
598,9.34375,7.1
599,9.359375,-10.77
600,9.375,-37.47
601,9.390625,-69.84
602,9.40625,-103.91
603,9.421875,-135.41
604,9.4375,-160.18
605,9.453125,-174.63
606,9.46875,-176.05
607,9.484375,-162.86
608,9.5,-135.18
609,9.515625,-95.26
610,9.53125,-47.32
611,9.546875,3.09
612,9.5625,50.39
613,9.578125,90.37
