,secs,meas
0,0.0,30.35
1,0.015625,37.28
2,0.03125,45.5
3,0.046875,53.52
4,0.0625,60.06
5,0.078125,64.21
6,0.09375,65.57
7,0.109375,64.4
8,0.125,61.4
9,0.140625,57.51
10,0.15625,53.43
11,0.171875,49.38
12,0.1875,45.18
13,0.203125,40.51
14,0.21875,35.31
15,0.234375,29.79
16,0.25,24.29
17,0.265625,18.99
18,0.28125,13.89
19,0.296875,8.96
20,0.3125,4.47
21,0.328125,1.09
22,0.34375,-0.43
23,0.359375,0.27
24,0.375,2.81
25,0.390625,6.29
26,0.40625,9.73
27,0.421875,12.58
28,0.4375,14.92
29,0.453125,17.07
30,0.46875,19.23
31,0.484375,21.18
32,0.5,22.44
33,0.515625,22.65
34,0.53125,21.92
35,0.546875,20.75
36,0.5625,19.69
37,0.578125,18.97
38,0.59375,18.38
39,0.609375,17.52
40,0.625,16.06
41,0.640625,13.98
42,0.65625,11.45
43,0.671875,8.63
44,0.6875,5.66
45,0.703125,2.73
46,0.71875,0.3
47,0.734375,-0.88
48,0.75,-0.13
49,0.765625,2.77
50,0.78125,7.27
51,0.796875,12.22
52,0.8125,16.37
53,0.828125,19.0
54,0.84375,20.1
55,0.859375,20.19
56,0.875,19.82
57,0.890625,19.2
58,0.90625,18.2
59,0.921875,16.69
60,0.9375,14.9
61,0.953125,13.38
62,0.96875,12.75
63,0.984375,13.21
64,1.0,14.39
65,1.015625,15.49
66,1.03125,15.77
67,1.046875,14.89
68,1.0625,13.05
69,1.078125,10.76
70,1.09375,8.58
71,1.109375,6.97
72,1.125,6.29
73,1.140625,6.89
74,1.15625,9.03
75,1.171875,12.78
76,1.1875,17.75
77,1.203125,23.16
78,1.21875,27.95
79,1.234375,31.27
80,1.25,32.79
81,1.265625,32.76
82,1.28125,31.78
83,1.296875,30.56
84,1.3125,29.6
85,1.328125,29.18
86,1.34375,29.32
87,1.359375,29.92
88,1.375,30.73
89,1.390625,31.33
90,1.40625,31.22
91,1.421875,29.92
92,1.4375,27.24
93,1.453125,23.37
94,1.46875,18.91
95,1.484375,14.67
96,1.5,11.37
97,1.515625,9.39
98,1.53125,8.55
99,1.546875,8.18
100,1.5625,7.33
101,1.578125,5.11
102,1.59375,1.06
103,1.609375,-4.58
104,1.625,-10.85
105,1.640625,-16.36
106,1.65625,-19.85
107,1.671875,-20.7
108,1.6875,-19.25
109,1.703125,-16.58
110,1.71875,-14.07
111,1.734375,-12.71
112,1.75,-12.89
113,1.765625,-14.36
114,1.78125,-16.67
115,1.796875,-19.49
116,1.8125,-22.79
117,1.828125,-26.62
118,1.84375,-30.85
119,1.859375,-35.01
120,1.875,-38.4
121,1.890625,-40.31
122,1.90625,-40.28
123,1.921875,-38.13
124,1.9375,-33.91
125,1.953125,-27.85
126,1.96875,-20.47
127,1.984375,-12.7
128,2.0,-5.81
129,2.015625,-1.05
130,2.03125,0.87
131,2.046875,0.16
132,2.0625,-2.17
133,2.078125,-4.87
134,2.09375,-7.14
135,2.109375,-8.88
136,2.125,-10.56
137,2.140625,-12.59
138,2.15625,-14.96
139,2.171875,-17.24
140,2.1875,-19.07
141,2.203125,-20.54
142,2.21875,-22.23
143,2.234375,-24.59
144,2.25,-27.42
145,2.265625,-29.59
146,2.28125,-29.54
147,2.296875,-26.25
148,2.3125,-19.91
149,2.328125,-12.03
150,2.34375,-4.67
151,2.359375,0.51
152,2.375,2.96
153,2.390625,3.17
154,2.40625,2.09
155,2.421875,0.54
156,2.4375,-1.09
157,2.453125,-2.63
158,2.46875,-3.84
159,2.484375,-4.3
160,2.5,-3.71
161,2.515625,-2.22
162,2.53125,-0.58
163,2.546875,0.14
164,2.5625,-0.86
165,2.578125,-3.7
166,2.59375,-7.71
167,2.609375,-11.79
168,2.625,-14.91
169,2.640625,-16.36
170,2.65625,-15.89
171,2.671875,-13.5
172,2.6875,-9.48
173,2.703125,-4.39
174,2.71875,0.81
175,2.734375,4.91
176,2.75,6.79
177,2.765625,5.91
178,2.78125,2.7
179,2.796875,-1.63
180,2.8125,-5.59
181,2.828125,-8.06
182,2.84375,-8.77
183,2.859375,-8.21
184,2.875,-7.13
185,2.890625,-6.13
186,2.90625,-5.37
187,2.921875,-4.77
188,2.9375,-4.35
189,2.953125,-4.42
190,2.96875,-5.41
191,2.984375,-7.47
192,3.0,-10.17
193,3.015625,-12.57
194,3.03125,-13.56
195,3.046875,-12.41
196,3.0625,-9.08
197,3.078125,-4.18
198,3.09375,1.41
199,3.109375,6.78
200,3.125,11.2
201,3.140625,14.09
202,3.15625,15.06
203,3.171875,14.0
204,3.1875,11.23
205,3.203125,7.59
206,3.21875,4.13
207,3.234375,1.68
208,3.25,0.39
209,3.265625,-0.38
210,3.28125,-1.66
211,3.296875,-4.33
212,3.3125,-8.56
213,3.328125,-13.67
214,3.34375,-18.41
215,3.359375,-21.55
216,3.375,-22.34
217,3.390625,-20.73
218,3.40625,-17.33
219,3.421875,-13.09
220,3.4375,-9.02
221,3.453125,-5.93
222,3.46875,-4.25
223,3.484375,-3.88
224,3.5,-4.18
225,3.515625,-4.15
226,3.53125,-2.87
227,3.546875,0.08
228,3.5625,4.28
229,3.578125,8.46
230,3.59375,10.98
231,3.609375,10.4
232,3.625,6.16
233,3.640625,-1.16
234,3.65625,-10.02
235,3.671875,-18.41
236,3.6875,-24.57
237,3.703125,-27.58
238,3.71875,-27.62
239,3.734375,-25.72
240,3.75,-23.31
241,3.765625,-21.65
242,3.78125,-21.36
243,3.796875,-22.4
244,3.8125,-24.12
245,3.828125,-25.62
246,3.84375,-26.06
247,3.859375,-24.92
248,3.875,-22.21
249,3.890625,-18.49
250,3.90625,-14.82
251,3.921875,-12.47
252,3.9375,-12.51
253,3.953125,-15.32
254,3.96875,-20.37
255,3.984375,-26.33
256,4.0,-31.59
257,4.015625,-34.88
258,4.03125,-35.79
259,4.046875,-34.84
260,4.0625,-33.15
261,4.078125,-31.94
262,4.09375,-32.01
263,4.109375,-33.37
264,4.125,-35.21
265,4.140625,-36.12
266,4.15625,-34.63
267,4.171875,-29.77
268,4.1875,-21.57
269,4.203125,-11.19
270,4.21875,-0.61
271,4.234375,8.14
272,4.25,13.72
273,4.265625,15.95
274,4.28125,15.64
275,4.296875,14.06
276,4.3125,12.21
277,4.328125,10.45
278,4.34375,8.7
279,4.359375,6.89
280,4.375,5.27
281,4.390625,4.39
282,4.40625,4.56
283,4.421875,5.39
284,4.4375,5.7
285,4.453125,4.2
286,4.46875,0.32
287,4.484375,-5.1
288,4.5,-10.08
289,4.515625,-12.39
290,4.53125,-10.75
291,4.546875,-5.5
292,4.5625,1.65
293,4.578125,8.55
294,4.59375,13.67
295,4.609375,16.57
296,4.625,17.77
297,4.640625,18.0
298,4.65625,17.75
299,4.671875,17.11
300,4.6875,16.08
301,4.703125,14.92
302,4.71875,14.03
303,4.734375,13.78
304,4.75,14.16
305,4.765625,14.72
306,4.78125,14.86
307,4.796875,14.17
308,4.8125,12.59
309,4.828125,10.38
310,4.84375,7.85
311,4.859375,5.45
312,4.875,3.74
313,4.890625,3.52
314,4.90625,5.6
315,4.921875,10.32
316,4.9375,17.09
317,4.953125,24.35
318,4.96875,30.13
319,4.984375,32.93
320,5.0,32.33
321,5.015625,29.17
322,5.03125,24.89
323,5.046875,20.85
324,5.0625,17.81
325,5.078125,15.93
326,5.09375,15.06
327,5.109375,15.04
328,5.125,15.66
329,5.140625,16.4
330,5.15625,16.48
331,5.171875,14.95
332,5.1875,11.3
333,5.203125,5.76
334,5.21875,-0.67
335,5.234375,-6.66
336,5.25,-11.13
337,5.265625,-13.54
338,5.28125,-13.85
339,5.296875,-12.29
340,5.3125,-9.15
341,5.328125,-4.83
342,5.34375,-0.08
343,5.359375,4.06
344,5.375,6.53
345,5.390625,6.83
346,5.40625,5.31
347,5.421875,3.09
348,5.4375,1.39
349,5.453125,0.85
350,5.46875,1.18
351,5.484375,1.53
352,5.5,1.2
353,5.515625,0.23
354,5.53125,-0.55
355,5.546875,-0.21
356,5.5625,1.49
357,5.578125,3.64
358,5.59375,4.51
359,5.609375,2.55
360,5.625,-2.65
361,5.640625,-9.97
362,5.65625,-17.24
363,5.671875,-22.35
364,5.6875,-24.3
365,5.703125,-23.7
366,5.71875,-22.34
367,5.734375,-22.19
368,5.75,-24.43
369,5.765625,-28.91
370,5.78125,-34.28
371,5.796875,-38.78
372,5.8125,-41.04
373,5.828125,-40.65
374,5.84375,-38.2
375,5.859375,-34.77
376,5.875,-31.37
377,5.890625,-28.46
378,5.90625,-26.03
379,5.921875,-23.86
380,5.9375,-21.97
381,5.953125,-20.6
382,5.96875,-19.97
383,5.984375,-19.84
384,6.0,-19.28
385,6.015625,-17.07
386,6.03125,-12.42
387,6.046875,-5.6
388,6.0625,1.95
389,6.078125,8.27
390,6.09375,11.89
391,6.109375,12.54
392,6.125,11.11
393,6.140625,8.96
394,6.15625,6.97
395,6.171875,5.24
396,6.1875,3.31
397,6.203125,0.85
398,6.21875,-1.97
399,6.234375,-4.61
400,6.25,-6.83
401,6.265625,-9.12
402,6.28125,-12.44
403,6.296875,-17.46
404,6.3125,-23.76
405,6.328125,-29.7
406,6.34375,-33.16
407,6.359375,-32.71
408,6.375,-28.41
409,6.390625,-21.84
410,6.40625,-15.31
411,6.421875,-10.85
412,6.4375,-9.6
413,6.453125,-11.8
414,6.46875,-16.97
415,6.484375,-24.21
416,6.5,-32.29
417,6.515625,-39.8
418,6.53125,-45.51
419,6.546875,-48.8
420,6.5625,-50.06
421,6.578125,-50.54
422,6.59375,-51.74
423,6.609375,-54.77
424,6.625,-59.92
425,6.640625,-66.72
426,6.65625,-74.32
427,6.671875,-81.67
428,6.6875,-87.66
429,6.703125,-91.1
430,6.71875,-90.93
431,6.734375,-86.62
432,6.75,-78.65
433,6.765625,-68.61
434,6.78125,-58.59
435,6.796875,-50.33
436,6.8125,-44.42
437,6.828125,-40.1
438,6.84375,-35.79
439,6.859375,-29.94
440,6.875,-21.77
441,6.890625,-11.42
442,6.90625,0.17
443,6.921875,11.76
444,6.9375,22.13
445,6.953125,30.26
446,6.96875,35.36
447,6.984375,37.04
448,7.0,35.41
449,7.015625,31.36
450,7.03125,26.45
451,7.046875,22.61
452,7.0625,21.56
453,7.078125,24.19
454,7.09375,30.23
455,7.109375,38.33
456,7.125,46.51
457,7.140625,52.82
458,7.15625,55.95
459,7.171875,55.58
460,7.1875,52.43
461,7.203125,47.93
462,7.21875,43.75
463,7.234375,41.2
464,7.25,40.89
465,7.265625,42.51
466,7.28125,45.05
467,7.296875,47.19
468,7.3125,47.76
469,7.328125,46.11
470,7.34375,42.18
471,7.359375,36.38
472,7.375,29.4
473,7.390625,22.05
474,7.40625,15.21
475,7.421875,9.72
476,7.4375,6.23
477,7.453125,4.91
478,7.46875,5.24
479,7.484375,6.0
480,7.5,5.67
481,7.515625,3.09
482,7.53125,-2.0
483,7.546875,-8.79
484,7.5625,-15.66
485,7.578125,-20.94
486,7.59375,-23.62
487,7.609375,-23.73
488,7.625,-22.25
489,7.640625,-20.65
490,7.65625,-20.27
491,7.671875,-21.89
492,7.6875,-25.58
493,7.703125,-30.77
494,7.71875,-36.39
495,7.734375,-41.16
496,7.75,-43.8
497,7.765625,-43.31
498,7.78125,-39.22
499,7.796875,-31.77
500,7.8125,-21.93
501,7.828125,-11.25
502,7.84375,-1.39
503,7.859375,6.25
504,7.875,10.98
505,7.890625,12.91
506,7.90625,12.88
507,7.921875,12.02
508,7.9375,11.36
509,7.953125,11.47
510,7.96875,12.31
511,7.984375,13.45
512,8.0,14.29
513,8.015625,14.37
514,8.03125,13.4
515,8.046875,11.32
516,8.0625,8.23
517,8.078125,4.49
518,8.09375,0.83
519,8.109375,-1.6
520,8.125,-1.51
521,8.140625,2.06
522,8.15625,9.18
523,8.171875,18.86
524,8.1875,29.14
525,8.203125,37.81
526,8.21875,43.17
527,8.234375,44.67
528,8.25,43.03
529,8.265625,39.81
530,8.28125,36.7
531,8.296875,34.79
532,8.3125,34.22
533,8.328125,34.33
534,8.34375,34.14
535,8.359375,32.84
536,8.375,30.16
537,8.390625,26.29
538,8.40625,21.59
539,8.421875,16.46
540,8.4375,11.24
541,8.453125,6.51
542,8.46875,3.17
543,8.484375,2.32
544,8.5,4.75
545,8.515625,10.49
546,8.53125,18.47
547,8.546875,26.83
548,8.5625,33.64
549,8.578125,37.6
550,8.59375,38.48
551,8.609375,36.98
552,8.625,34.24
553,8.640625,31.24
554,8.65625,28.52
555,8.671875,26.21
556,8.6875,24.28
557,8.703125,22.81
558,8.71875,21.97
559,8.734375,21.78
560,8.75,21.88
561,8.765625,21.5
562,8.78125,19.77
563,8.796875,16.3
564,8.8125,11.68
565,8.828125,7.45
566,8.84375,5.54
567,8.859375,7.32
568,8.875,12.84
569,8.890625,20.63
570,8.90625,28.29
571,8.921875,33.58
572,8.9375,35.39
573,8.953125,34.03
574,8.96875,30.91
575,8.984375,27.61
576,9.0,25.17
577,9.015625,23.77
578,9.03125,22.96
579,9.046875,22.24
580,9.0625,21.39
581,9.078125,20.55
582,9.09375,19.94
583,9.109375,19.52
584,9.125,18.82
585,9.140625,17.13
586,9.15625,13.97
587,9.171875,9.6
588,9.1875,5.12
589,9.203125,2.19
590,9.21875,2.28
591,9.234375,5.94
592,9.25,12.46
593,9.265625,20.13
594,9.28125,26.96
595,9.296875,31.52
596,9.3125,33.43
597,9.328125,33.22
598,9.34375,31.9
599,9.359375,30.37
600,9.375,29.11
601,9.390625,28.34
602,9.40625,28.16
603,9.421875,28.63
604,9.4375,29.71
605,9.453125,30.92
606,9.46875,31.44
607,9.484375,30.24
608,9.5,26.63
609,9.515625,20.54
610,9.53125,12.79
611,9.546875,4.85
612,9.5625,-1.61
613,9.578125,-5.26
614,9.59375,-5.57
615,9.609375,-3.06
616,9.625,0.91
617,9.640625,4.58
618,9.65625,6.39
619,9.671875,5.5
620,9.6875,2.0
621,9.703125,-3.19
622,9.71875,-8.73
623,9.734375,-13.32
624,9.75,-16.05
625,9.765625,-16.53
626,9.78125,-14.97
627,9.796875,-12.07
628,9.8125,-8.91
629,9.828125,-6.68
630,9.84375,-6.34
631,9.859375,-8.34
632,9.875,-12.37
633,9.890625,-17.47
634,9.90625,-22.35
635,9.921875,-25.77
636,9.9375,-26.96
637,9.953125,-25.91
638,9.96875,-23.29
639,9.984375,-20.28
640,10.0,-18.1
641,10.015625,-17.58
642,10.03125,-18.94
643,10.046875,-21.76
644,10.0625,-25.25
645,10.078125,-28.52
646,10.09375,-30.82
647,10.109375,-31.72
648,10.125,-31.05
649,10.140625,-28.92
650,10.15625,-25.72
651,10.171875,-22.14
652,10.1875,-19.1
653,10.203125,-17.5
654,10.21875,-17.81
655,10.234375,-19.76
656,10.25,-22.28
657,10.265625,-23.85
658,10.28125,-23.03
659,10.296875,-19.15
660,10.3125,-12.59
661,10.328125,-4.76
662,10.34375,2.43
663,10.359375,7.2
664,10.375,8.5
665,10.390625,6.28
666,10.40625,1.31
667,10.421875,-5.28
668,10.4375,-12.44
669,10.453125,-19.47
670,10.46875,-25.96
671,10.484375,-31.69
672,10.5,-36.51
673,10.515625,-40.4
674,10.53125,-43.57
675,10.546875,-46.43
676,10.5625,-49.4
677,10.578125,-52.59
678,10.59375,-55.64
679,10.609375,-57.74
680,10.625,-57.92
681,10.640625,-55.45
682,10.65625,-50.13
683,10.671875,-42.42
684,10.6875,-33.3
685,10.703125,-24.02
686,10.71875,-15.81
687,10.734375,-9.58
688,10.75,-5.76
689,10.765625,-4.21
690,10.78125,-4.39
691,10.796875,-5.55
692,10.8125,-7.03
693,10.828125,-8.3
694,10.84375,-9.01
695,10.859375,-8.85
696,10.875,-7.54
697,10.890625,-5.06
698,10.90625,-1.83
699,10.921875,1.25
700,10.9375,3.13
701,10.953125,3.24
702,10.96875,1.99
703,10.984375,0.69
704,11.0,1.03
705,11.015625,4.2
706,11.03125,10.27
707,11.046875,18.07
708,11.0625,25.82
709,11.078125,31.94
710,11.09375,35.76
711,11.109375,37.65
712,11.125,38.57
713,11.140625,39.45
